"content","annotation__label__001","annotation__label__002","annotation__label__003","annotation__label__004","annotation__label__005","annotation__notes","annotation__points__x","annotation__points__y","annotation__imageWidth","annotation__imageHeight","extras","metadata__first_done_at","metadata__last_updated_at","metadata__sec_taken","metadata__last_updated_by"
"","","","","","","","0.6754617414248021","0.1796875","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_ Female","","","0.693051890941073","0.0546875","620","349","","","","",""
"","","","","","","","0.7431838170624451","0.175","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Black","G_ Female","","","0.7607739665787159","0.003125","620","349","","","","",""
"","","","","","","","0.8381706244503079","0.1203125","","","","","","",""
"","Emotion_Angry","Age_20_30","E_White","G_Male","","","0.9278803869832893","0.0625","620","349","","","","",""
"","","","","","","","0.9824098504837291","0.1828125","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/ce6a0ec5-1171-4b4d-92a1-bf41b412740b___2a3c173f21e3130548e0cb738cd9f10f.jpg.jpeg","Emotion_Neutral","","","","","","0.4494283201407212","0.16129032258064516","236","354","null","1533196294000","1533196294000","51","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6561125769569042","0.29501466275659827","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/d4c4ede4-fce9-456a-9416-d69c8f730ee4___611beb007843e087d30c839433d0f92a--grocery-store-vintage-retro.jpg.jpeg","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.33157431838170626","0.1561733442354865","236","254","null","1531657547000","1531657547000","54","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.4494283201407212","0.26819296811120197","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.0079155672823219","0.2788225674570728","236","254","","","","",""
"","","","","","","","0.07563764291996482","0.34587080948487325","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.43007915567282323","0.21913327882256745","236","254","","","","",""
"","","","","","","","0.5426561125769569","0.3237939493049877","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/098c4bca-3210-4e88-ad98-79d60ce6b901___maxresdefault1.jpg.jpeg","Emotion_Angry","Age_30_40","E_White","G_Male","","","0.13016710642040458","0.12363067292644757","1280","720","null","1531720709000","1531720709000","34","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.2075637642919965","0.3082942097026604","","","","","","",""
"","Not_Face","","","","","","0.712401055408971","0.13928012519561817","1280","720","","","","",""
"","","","","","","","0.9507475813544415","0.5524256651017214","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_Indian","G_ Female","","","0.9656992084432717","0.13615023474178403","1280","720","","","","",""
"","","","","","","","1","0.2237871674491393","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/f5a66904-4a31-450a-8eb8-2d0e743cf8b8___3078745-adult_booth_business_buy_commerce_customer_food_fruits_group_grow_local_man_market_marketplace_people_purchase_sale_sales_sell_shop_shopping_stall_stock_store_street_supermarket_urban_woman.jpg.jpeg","Not_Face","","","","","","0.6411609498680739","0.04617414248021108","3840","2560","null","1531851513000","1531851513000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7273526824978013","0.1517150395778364","","","","","","",""
"","Not_Face","","","","","","0.3333333333333333","0.3641160949868074","3840","2560","","","","",""
"","","","","","","","0.3887423043095866","0.4102902374670185","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/be22666b-001d-4bb4-bea2-f78b7e109537___paris-france-people-shopping-in-the-marais-district-uni-glo-store-EX4MCB.jpg.jpeg","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.17326297273526825","0.28843861740166865","1300","960","null","1531852472000","1531852472000","15","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.2233948988566403","0.36591179976162097","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/7a275203-7ebd-40af-8632-ee38ecaf68bf___stores-hero.jpg.jpeg","Emotion_Happy","Age_30_40","E_White","G_ Female","","","0.23482849604221637","0.07654723127035831","620","335","null","1531721021000","1531721021000","11","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.46437994722955145","0.6319218241042345","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/d275f250-4de7-4c10-b341-f5e829c09e94___tiara-dewata-01.jpg.jpeg","Emotion_Neutral","Age_30_40","E_Indian","G_Male","","","0.11345646437994723","0.4531615925058548","470","353","null","1531552438000","1531552438000","98","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.1741424802110818","0.5339578454332553","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Indian","G_Male","","","0.33421284080914687","0.47306791569086654","470","353","","","","",""
"","","","","","","","0.36675461741424803","0.5187353629976581","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Indian","G_ Female","","","0.7220756376429199","0.49414519906323184","470","353","","","","",""
"","","","","","","","0.7598944591029023","0.5480093676814989","","","","","","",""
"","Not_Face","","","","","","0.8293755496921724","0.4519906323185012","470","353","","","","",""
"","","","","","","","0.8751099384344767","0.5046838407494145","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/2b3b6c9b-f696-4f29-8f36-778deeeca6ad___11.jpg.jpeg","Not_Face","","","","","","0.7106420404573439","0.28125","852","480","null","1531720790000","1531720790000","29","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7370272647317502","0.3390625","","","","","","",""
"","Not_Face","","","","","","0.8047493403693932","0.271875","852","480","","","","",""
"","","","","","","","0.8548812664907651","0.3578125","","","","","","",""
"","Not_Face","","","","","","0.751099384344767","0.28125","852","480","","","","",""
"","","","","","","","0.7669305189094108","0.325","","","","","","",""
"","Not_Face","","","","","","0.17326297273526825","0.284375","852","480","","","","",""
"","","","","","","","0.21635883905013192","0.334375","","","","","","",""
"","Not_Face","","","","","","0.2022867194371152","0.2625","852","480","","","","",""
"","","","","","","","0.24450307827616535","0.33125","","","","","","",""
"","Not_Face","","","","","","0.7801231310466139","0.2375","852","480","","","","",""
"","","","","","","","0.820580474934037","0.34375","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/b0d1291f-b1f4-4da3-8e61-9fae4e86de9e___supermarket-56.png","Emotion_Happy","Age_20_30","E_Indian","G_ Female","","","0.46262093227792433","0.013192612137203167","501","501","null","1531584880000","1531584880000","32","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5989445910290238","0.18733509234828497","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/5a2cf835-4705-4642-9dab-f2e66f087d2a___DSC01699.0.jpg.jpeg","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.4810905892700088","0.18427230046948356","640","480","null","1531479007000","1531479007000","39","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5963060686015831","0.3286384976525822","","","","","","",""
"","Emotion_Sad","Age_20_30","E_Black","G_Male","","","0.8047493403693932","0.3720657276995305","640","480","","","","",""
"","","","","","","","0.8487247141600703","0.43661971830985913","","","","","","",""
"","Not_Face","","","","","","0.9340369393139841","0.3086854460093897","640","480","","","","",""
"","","","","","","","0.9780123131046614","0.3755868544600939","","","","","","",""
"","Not_Face","","","","","","0.3227792436235708","0.40023474178403756","640","480","","","","",""
"","","","","","","","0.35883905013192613","0.45305164319248825","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/7ee8a8fd-1a8d-4d5c-9b91-8e58ce5ce661___retail-door-counters.jpg.jpeg","Not_Face","","","","","","0.6816182937554969","0.06997084548104957","411","372","null","1531552304000","1531552304000","9","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7994722955145118","0.16229348882410108","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/1cd65f6e-2918-42ac-851d-977b6072c09a___MK-CR174_SBTOYS_P_20141203173515.jpg.jpeg","Emotion_Happy","Age_40_50","E_White","G_Male","","","0.6622162883845126","0.39478957915831664","749","499","null","1531383669000","1531383669000","52","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7436582109479306","0.5250501002004008","","","","","","",""
"","Not_Face","","","","","","0.7463284379172229","0.40480961923847697","749","499","","","","",""
"","","","","","","","0.8624833110814419","0.5350701402805611","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/974e9099-fa0b-4ce0-9013-07ecdb75b711___Oxfam-CSThirdImage-930pxX523px.jpg.jpeg","Not_Face","","","","","","0.7783641160949868","0.1674491392801252","930","523","null","1531584808000","1531584808000","10","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.8276165347405453","0.2519561815336463","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/e516d8a7-473a-4d42-a8d3-7d9b4e7eb379___ap_130306015012-e1478514598952.jpg.jpeg","Not_Face","","","","","","0.4810905892700088","0.4292604501607717","3000","1642","null","1531552237000","1531552237000","16","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5065963060686016","0.4887459807073955","","","","","","",""
"","Not_Face","","","","","","0.6086191732629728","0.454983922829582","3000","1642","","","","",""
"","","","","","","","0.6429199648197009","0.5209003215434084","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/9c803a06-f947-4eba-b502-63bb49d334ef___dicks-interior.jpg.jpeg","Emotion_Neutral","Age_below20","Age_30_40","Age_above_50","","","0.5153913808267371","0.19920844327176782","900","600","null","1531983169000","1531983169000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6490765171503958","0.4656992084432718","","","","","","",""
"","Not_Face","Emotion_Neutral","Age_below20","","","","0.3324538258575198","0.4393139841688654","900","600","","","","",""
"","","","","","","","0.49340369393139843","0.620052770448549","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/81317489-09c2-41f5-98ea-c173542377fe___People-Shopping-In-Supermarket-68497069.jpg.jpeg","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.25241864555848725","0.3733509234828496","900","600","null","1531478593000","1531478593000","83","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.306948109058927","0.46174142480211083","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_Male","","","0.8803869832893579","0.32058047493403696","900","600","","","","",""
"","","","","","","","0.9630606860158312","0.4313984168865435","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_ Female","","","0.4124890061565523","0.4076517150395778","900","600","","","","",""
"","","","","","","","0.4371152154793316","0.44591029023746703","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/e4a40ad7-b48d-4a00-805f-17add5dcd7ef___o-GROCERY-STORE-CHOICE-facebook.jpg.jpeg","Emotion_Neutral","Age_20_30","E_White","G_Male","","","0.47229551451187335","0.13380281690140844","2000","1000","null","1531479621000","1531479621000","11","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5839929639401935","0.36795774647887325","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/579827e9-7622-4859-9cfb-c8246d34813c___people-stores-m-g-road-indore-readymade-garment-retailers-3f7b3ve.jpg.jpeg","Emotion_Neutral","Age_20_30","E_Indian","G_Male","","","0.3438874230430959","0.44339622641509435","2000","1493","null","1531584953000","1531584953000","14","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3641160949868074","0.4669811320754717","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/2c1e8d33-4ba4-4a1c-90be-fba6712fa8c1___04-as_chain_stores_540-ab.jpg.jpeg","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.34740545294635006","0.3422982885085575","1000","360","null","1531478669000","1531478669000","69","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.38698328935795956","0.4156479217603912","","","","","","",""
"","Emotion_Neutral","Age_below20","E_Asian","G_Male","","","0.14335971855760773","0.3374083129584352","1000","360","","","","",""
"","","","","","","","0.17502198768689534","0.4278728606356968","","","","","","",""
"","Emotion_Neutral","Age_30_40","E_White","G_ Female","","","0.6965699208443272","0.3374083129584352","1000","360","","","","",""
"","","","","","","","0.7352682497801232","0.43276283618581907","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.4872471416007036","0.37163814180929094","1000","360","","","","",""
"","","","","","","","0.5118733509234829","0.43765281173594134","","","","","","",""
"","Not_Face","","","","","","0.23043095866314864","0.35207823960880197","1000","360","","","","",""
"","","","","","","","0.2532981530343008","0.4254278728606357","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/cb5cf8b7-4ccb-4ffb-a9fd-7e833bb373b3___rawImage.jpg.jpeg","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.3702726473175022","0.09270704573547589","2048","1458","null","1531657770000","1531657770000","25","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.5162708883025505","0.31396786155747836","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/f76e3638-4317-4732-8070-3b8744e6477e___people-waiting-in-line-with-shopping-baskets-at-grocery-store-EN3NJY.jpg.jpeg","Emotion_Sad","Age_20_30","E_White","G_Male","","","0.09498680738786279","0.11842105263157894","1300","956","null","1531658079000","1531658079000","81","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.1600703605980651","0.21650717703349281","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.2497801231310466","0.2021531100478469","1300","956","","","","",""
"","","","","","","","0.31574318381706246","0.284688995215311","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.484608619173263","0.19138755980861244","1300","956","","","","",""
"","","","","","","","0.5514511873350924","0.2799043062200957","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Asian","G_Male","","","0.6437994722955145","0.17583732057416268","1300","956","","","","",""
"","","","","","","","0.7167985927880387","0.26913875598086123","","","","","","",""
"","Emotion_Angry","Age_30_40","E_Hispanic","G_Male","","","0.7897977132805629","0.2236842105263158","1300","956","","","","",""
"","","","","","","","0.8566402814423922","0.33133971291866027","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/226150af-4981-4397-a949-e559a67821e6___Shipt_Target_1_0.jpg.jpeg","Emotion_Happy","Age_20_30","E_Hispanic","G_ Female","","","0.575197889182058","0.015254237288135594","770","400","null","1531479101000","1531479101000","17","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.6877748460861918","0.23728813559322035","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/29e93cc6-14e8-48a0-a4ed-eae2d13c2541___clickforcand.jpg.jpeg","Emotion_Neutral","Age_above_50","E_White","G_Male","","","0.21372031662269128","0.11889035667107001","512","341","null","1531657571000","1531657571000","15","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.2937554969217238","0.26420079260237783","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/1c9c6d15-9939-45bf-8bb0-5a06f5030e32___476849083_10.jpg.jpeg","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.4925241864555849","0.2862796833773087","4000","2667","null","1531552269000","1531552269000","31","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.55584872471416","0.370712401055409","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/21dd183b-3283-464f-8785-610d0e6b6cf5___1767910_53c8e8e8d9ba8c4ae0163df14bd0f676-692x360.jpg.jpeg","Not_Face","","","","","","0.4256816182937555","0.45516074450084604","692","360","null","1531657698000","1531657698000","45","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.4766930518909411","0.5296108291032149","","","","","","",""
"","Not_Face","","","","","","0.5092348284960422","0.5431472081218274","692","360","","","","",""
"","","","","","","","0.5391380826737028","0.5989847715736041","","","","","","",""
"","Not_Face","","","","","","0.025505716798592787","0.4500846023688663","692","360","","","","",""
"","","","","","","","0.06068601583113457","0.5126903553299492","","","","","","",""
"","Emotion_Neutral","Age_below20","E_Asian","G_Male","","","0.42216358839050133","0.6514382402707276","692","360","","","","",""
"","","","","","","","0.46965699208443273","0.7309644670050761","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Asian","G_Male","","","0.8979771328056289","0.43485617597292725","692","360","","","","",""
"","","","","","","","0.9445910290237467","0.5160744500846024","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/c4f62ce3-3343-4db0-b1d1-3cf4233ad928___28re15.jpg.jpeg","Emotion_Sad","Age_20_30","E_Indian","G_ Female","","","0.158311345646438","0.5335018963337548","500","348","null","1531479706000","1531479706000","65","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.2612137203166227","0.6624525916561315","","","","","","",""
"","Emotion_Sad","Age_20_30","E_Indian","G_Male","","","0.44239226033421286","0.46017699115044247","500","348","","","","",""
"","","","","","","","0.5021987686895338","0.538558786346397","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Indian","G_Male","","","0.45910290237467016","0.3527180783817952","500","348","","","","",""
"","","","","","","","0.5145118733509235","0.43742098609355246","","","","","","",""
"","Not_Face","","","","","","0.6569920844327177","0.3552465233881163","500","348","","","","",""
"","","","","","","","0.7115215479331575","0.44879898862199746","","","","","","",""
"","Not_Face","","","","","","0.5637642919964819","0.3615676359039191","500","348","","","","",""
"","","","","","","","0.6068601583113457","0.43742098609355246","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Indian","G_Male","","","0.7572559366754618","0.32869785082174463","500","348","","","","",""
"","","","","","","","0.7827616534740546","0.3843236409608091","","","","","","",""
"","Not_Face","","","","","","0.9173262972735268","0.2579013906447535","500","348","","","","",""
"","","","","","","","0.9656992084432717","0.347661188369153","","","","","","",""
"","Not_Face","","","","","","0.7924362357080035","0.2579013906447535","500","348","","","","",""
"","","","","","","","0.8742304309586632","0.393173198482933","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/70b36f19-9772-496c-a3da-068158de66d8___Emporium-Young-store-by-Garde-Italy-Baku-Azerbaijan.jpg.jpeg","Not_Face","","","","","","0.36418166238217653","0.4781491002570694","720","480","null","1533305517000","1533305517000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.389031705227078","0.5205655526992288","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/abd57ae7-e8bb-447d-b2df-df7c802cdd6e___comeback.jpg.jpeg","Emotion_Happy","Age_20_30","E_Hispanic","G_ Female","","","0.11961301671064203","0.3034300791556728","1000","667","null","1531584797000","1531584797000","65","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.23834652594547054","0.4841688654353562","","","","","","",""
"","Emotion_Happy","Age_20_30","E_Black","G_ Female","","","0.30606860158311344","0.22427440633245382","1000","667","","","","",""
"","","","","","","","0.42216358839050133","0.36675461741424803","","","","","","",""
"","Emotion_Happy","Age_20_30","E_White","G_ Female","","","0.8003518029903254","0.21899736147757257","1000","667","","","","",""
"","","","","","","","0.93051890941073","0.41688654353562005","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/4d7d6428-27bb-4ac5-8780-d697b4e9c5f8___main_department.jpg.jpeg","Emotion_Happy","Age_20_30","E_Asian","G_ Female","","","0.4450307827616535","0.26740947075208915","642","203","null","1531720659000","1531720659000","35","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.4925241864555849","0.43454038997214484","","","","","","",""
"","Emotion_Happy","Age_20_30","E_Asian","G_ Female","","","0.6191732629727352","0.1532033426183844","642","203","","","","",""
"","","","","","","","0.6613896218117854","0.3370473537604457","","","","","","",""
"","Emotion_Neutral","Age_20_30","G_ Female","E_Asian","","","0.9278803869832893","0.36768802228412256","642","203","","","","",""
"","","","","","","","0.9542656112576957","0.44846796657381616","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/49580a3b-3720-4c03-8fd3-a2008425455e___fmcg_720-770x433.jpg.jpeg","Emotion_Neutral","Age_above_50","E_Asian","G_ Female","","","0.503957783641161","0.3442879499217527","770","433","null","1531657728000","1531657728000","14","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.525065963060686","0.38497652582159625","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/b8a72335-4a4f-4391-80ea-b9c5b83cb2dd___store-brands.jpg.jpeg","Emotion_Happy","Age_30_40","E_White","G_ Female","","","0.6323658751099385","0.09859154929577464","1280","800","null","1531657968000","1531657968000","28","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7176781002638523","0.23380281690140844","","","","","","",""
"","Emotion_Happy","Age_30_40","E_Black","G_ Female","","","0.3729111697449428","0.06338028169014084","1280","800","","","","",""
"","","","","","","","0.41160949868073876","0.1323943661971831","","","","","","",""
"","Not_Face","","","","","","0.4714160070360598","0.056338028169014086","1280","800","","","","",""
"","","","","","","","0.4925241864555849","0.09014084507042254","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/031f175c-10cc-4601-9331-45cbb3c15e20___ALDI_NewToALDI_ShoppingAtALDI_InformationPage_316x284_Desktop_2.jpg.jpeg","Age_30_40","Emotion_Happy","E_White","G_ Female","","","0.15303430079155672","0.0029354207436399216","316","284","null","1531657646000","1531657646000","26","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.3702726473175022","0.3101761252446184","","","","","","",""
"","Emotion_Happy","Age_below20","E_White","G_ Female","","","0.3403693931398417","0.3385518590998043","316","284","","","","",""
"","","","","","","","0.5382585751978892","0.5929549902152642","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/a231edfb-df3f-4ede-9786-a275517be42a___dpt_jc-penney-gettyimages-526660758.jpg.jpeg","Emotion_Happy","Age_30_40","E_Black","G_Male","","","0.792630676949443","0.4087403598971722","2880","1920","null","1531383549000","1531383549000","66","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.8277634961439588","0.4640102827763496","","","","","","",""
"","Not_Face","","","","","","0.712082262210797","0.4588688946015424","2880","1920","","","","",""
"","","","","","","","0.7360754070265638","0.4845758354755784","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/9c932c84-4da3-4c33-935f-effa37f1064d___dollargeneral4_600x400.jpg.jpeg","Emotion_Neutral","Age_30_40","E_White","G_Male","","","0.37730870712401055","0.6873350923482849","600","400","null","1531584388000","1531584388000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.43447669305189096","0.7796833773087071","","","","","","",""
"","Not_Face","","","","","","0.46613896218117856","0.6503957783641161","600","400","","","","",""
"","","","","","","","0.5189094107299912","0.7229551451187335","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.5197889182058048","0.5026385224274407","600","400","","","","",""
"","","","","","","","0.5505716798592788","0.5527704485488126","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_White","G_ Female","","","0.6824978012313104","0.5778364116094987","600","400","","","","",""
"","","","","","","","0.7185576077396658","0.6464379947229553","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/e1ac63b0-03e2-4ed8-9ca5-c2343df7768b___loblaws.jpg.jpeg","Not_Face","","","","","","0.6789797713280563","0.09389671361502347","620","465","null","1531584598000","1531584598000","44","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.7598944591029023","0.1596244131455399","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Asian","G_ Female","","","0.8531222515391381","0.06338028169014084","620","465","","","","",""
"","","","","","","","0.9138082673702727","0.16666666666666666","","","","","","",""
"","Emotion_Happy","Age_30_40","E_Black","G_ Female","","","0.36323658751099386","0.07863849765258216","620","465","","","","",""
"","","","","","","","0.5329815303430079","0.31103286384976525","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/3c511499-5bfb-4cf9-bca3-3525ee6a4428___625644584.jpg.jpeg","Emotion_Neutral","Age_20_30","E_Black","G_Male","","","0.1248900615655233","0.11744583808437856","4288","3308","null","1531479305000","1531479305000","68","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.2040457343887423","0.2394526795895097","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Hispanic","G_Male","","","0.6200527704485488","0.14253135689851767","4288","3308","","","","",""
"","","","","","","","0.6561125769569042","0.1961231470923603","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Hispanic","E_Arab","G_Male","","0.7774846086191732","0.09578107183580388","4288","3308","","","","",""
"","","","","","","","0.8100263852242744","0.1790193842645382","","","","","","",""
"","Emotion_Neutral","Age_20_30","E_Black","G_ Female","","","0.7326297273526825","0.18928164196123148","4288","3308","","","","",""
"","","","","","","","0.8100263852242744","0.2782212086659065","","","","","","",""
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/ab00cf32-c505-4ac0-b7bc-decb3bc18f83___the-lego-store.jpeg","","","","","","","","","","","null","1533196497000","1533196497000","55","HWbICv9u4uSnWrU830DjuF7FfMK2"
"http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb06477f4cb0164895548a600a3/3b8e7de0-ec2b-409b-9f92-6c7480e8bf84___loblaw-shoppers-competition-bureau.jpg.jpeg","Not_Face","","","","","","0.5338610378188214","0.5046948356807511","620","465","null","1531467494000","1531467494000","0","HWbICv9u4uSnWrU830DjuF7FfMK2"
"","","","","","","","0.575197889182058","0.5492957746478874","","","","","","",""
"","Not_Face","","","","","","0.6086191732629728","0.4988262910798122","620","465","","","","",""
"","","","","","","","0.644678979771328","0.5363849765258216","","","","","","",""
